name,value,timestamp,date,type
Copenhagen Wolves,1385.3165957794988,1411833600.0,14-09-28,EUW
Mineski,1340.1092474090135,1411833600.0,14-09-28,SEA
LMQ,1330.8121726185632,1411833600.0,14-09-28,NA
KaBuM! eSports,1284.554501723845,1411833600.0,14-09-28,BRA
Taipei Assassins,1180.4212068841598,1411833600.0,14-09-28,SEA
Dark Passage,1029.9871206764408,1411833600.0,14-09-28,TR
Samsung Galaxy White,2178.986575824746,1413043200.0,14-10-12,KR
Star Horn Royal Club,1949.6472421498913,1413043200.0,14-10-12,CN
Samsung Galaxy Blue,1862.6813255593536,1413043200.0,14-10-12,KR
OMG,1684.2941193771833,1413043200.0,14-10-12,CN
SK Telecom T1,1677.6066563442398,1413043200.0,14-10-12,KR
Team SoloMid,1660.60158306582,1413043200.0,14-10-12,NA
Cloud 9,1635.6254976721,1413043200.0,14-10-12,NA
Alliance,1625.527056152026,1413043200.0,14-10-12,EUW
NaJin White Shield,1555.8378520772426,1413043200.0,14-10-12,KR
Samsung Ozone,1522.5158946337451,1413043200.0,14-10-12,KR
Supa Hot Crew,1504.240468115589,1413043200.0,14-10-12,EUW
SK Gaming,1502.9618546871875,1413043200.0,14-10-12,EUW
ahq e-Sports Club,1498.6652927865928,1413043200.0,14-10-12,PCS
Roccat,1479.5635783706682,1413043200.0,14-10-12,EUW
CLG,1462.5479085603895,1413043200.0,14-10-12,NA
Lemondogs,1461.726567027444,1413043200.0,14-10-12,EUW
Team Vulcun,1456.534503619891,1413043200.0,14-10-12,NA
Dignitas,1452.965187932253,1413043200.0,14-10-12,NA
Fnatic,1448.4030274893187,1413043200.0,14-10-12,EUW
Curse,1447.3774670665039,1413043200.0,14-10-12,NA
compLexity gaming,1445.930818079141,1413043200.0,14-10-12,NA
Gambit Gaming,1425.0334497698977,1413043200.0,14-10-12,EUW
Team Coast,1422.3434267366695,1413043200.0,14-10-12,NA
Evil Genuises,1420.3442701064077,1413043200.0,14-10-12,NA
Millenium,1405.5137104757077,1413043200.0,14-10-12,EUW
Edward Gaming,1394.9315261480124,1413043200.0,14-10-12,CN
GamingGear,1389.1561034148122,1413043200.0,14-10-12,EUW
Copenhagen Wolves,1388.3741694070375,1413043200.0,14-10-12,EUW
Mineski,1345.4717638291684,1413043200.0,14-10-12,SEA
LMQ,1336.7448493470724,1413043200.0,14-10-12,NA
KaBuM! eSports,1286.5204004654597,1413043200.0,14-10-12,BRA
Taipei Assassins,1188.655010793323,1413043200.0,14-10-12,SEA
Dark Passage,1041.0623360755558,1413043200.0,14-10-12,TR
Samsung Galaxy White,2260.1030086034298,1413648000.0,14-10-19,KR
Samsung Galaxy Blue,1857.8766128714335,1413648000.0,14-10-19,KR
Star Horn Royal Club,1853.480086492394,1413648000.0,14-10-19,CN
OMG,1681.229084674547,1413648000.0,14-10-19,CN
SK Telecom T1,1674.5490094714007,1413648000.0,14-10-19,KR
Team SoloMid,1658.4250719894053,1413648000.0,14-10-19,NA
Cloud 9,1633.594368916687,1413648000.0,14-10-19,NA
Alliance,1623.9402731191408,1413648000.0,14-10-19,EUW
NaJin White Shield,1557.101985522816,1413648000.0,14-10-19,KR
Samsung Ozone,1522.0807007030357,1413648000.0,14-10-19,KR
Supa Hot Crew,1503.9092724528673,1413648000.0,14-10-19,EUW
SK Gaming,1500.8734295268664,1413648000.0,14-10-19,EUW
ahq e-Sports Club,1497.3942187742946,1413648000.0,14-10-19,PCS
Roccat,1479.8247965204666,1413648000.0,14-10-19,EUW
CLG,1463.7737655825936,1413648000.0,14-10-19,NA
Lemondogs,1462.3631537204653,1413648000.0,14-10-19,EUW
Team Vulcun,1457.3491589515907,1413648000.0,14-10-19,NA
Dignitas,1453.737555271995,1413648000.0,14-10-19,NA
Fnatic,1450.0016227618778,1413648000.0,14-10-19,EUW
Curse,1447.8412602729936,1413648000.0,14-10-19,NA
compLexity gaming,1446.6729566948045,1413648000.0,14-10-19,NA
Gambit Gaming,1426.3728179308696,1413648000.0,14-10-19,EUW
Team Coast,1423.7099490283147,1413648000.0,14-10-19,NA
Evil Genuises,1421.1019251965656,1413648000.0,14-10-19,NA
Millenium,1406.823467367819,1413648000.0,14-10-19,EUW
Edward Gaming,1398.1759133515059,1413648000.0,14-10-19,CN
GamingGear,1390.9453764686168,1413648000.0,14-10-19,EUW
Copenhagen Wolves,1389.8862240583294,1413648000.0,14-10-19,EUW
Mineski,1348.0938418115172,1413648000.0,14-10-19,SEA
LMQ,1339.6480506980104,1413648000.0,14-10-19,NA
KaBuM! eSports,1287.568244451921,1413648000.0,14-10-19,BRA
Taipei Assassins,1192.708958434897,1413648000.0,14-10-19,SEA
Dark Passage,1046.5676276263362,1413648000.0,14-10-19,TR
Samsung Galaxy White,1893.6954217214015,1417881600.0,14-12-07,KR
Star Horn Royal Club,1697.8772751164786,1417881600.0,14-12-07,CN
Samsung Galaxy Blue,1685.9073709474983,1417881600.0,14-12-07,KR
SK Telecom T1,1613.2786138823465,1417881600.0,14-12-07,KR
Team SoloMid,1581.1512823372773,1417881600.0,14-12-07,NA
Cloud 9,1577.163840141039,1417881600.0,14-12-07,NA
OMG,1573.453779996607,1417881600.0,14-12-07,CN
Alliance,1567.1416019953292,1417881600.0,14-12-07,EUW
NaJin White Shield,1562.4903201520349,1417881600.0,14-12-07,KR
Samsung Ozone,1509.5127863927564,1417881600.0,14-12-07,KR
Supa Hot Crew,1497.6054120838571,1417881600.0,14-12-07,EUW
Fnatic,1492.5713818129777,1417881600.0,14-12-07,EUW
CLG,1492.0536498989882,1417881600.0,14-12-07,NA
Roccat,1488.9790014197572,1417881600.0,14-12-07,EUW
Lemondogs,1482.33039491548,1417881600.0,14-12-07,EUW
Team Vulcun,1481.2098324047515,1417881600.0,14-12-07,NA
Dignitas,1478.0681944642517,1417881600.0,14-12-07,NA
ahq e-Sports Club,1476.796691525621,1417881600.0,14-12-07,PCS
Edward Gaming,1475.4750025667688,1417881600.0,14-12-07,CN
compLexity gaming,1472.6945857233468,1417881600.0,14-12-07,NA
SK Gaming,1469.8900852849806,1417881600.0,14-12-07,EUW
Curse,1468.9610505540616,1417881600.0,14-12-07,NA
Gambit Gaming,1467.415313006133,1417881600.0,14-12-07,EUW
Team Coast,1465.202355486096,1417881600.0,14-12-07,NA
Evil Genuises,1454.6399689281773,1417881600.0,14-12-07,NA
Millenium,1451.7602867801747,1417881600.0,14-12-07,EUW
GamingGear,1448.093427854281,1417881600.0,14-12-07,EUW
Copenhagen Wolves,1442.8712582189255,1417881600.0,14-12-07,EUW
Mineski,1429.4280854162605,1417881600.0,14-12-07,SEA
LMQ,1428.4435183403796,1417881600.0,14-12-07,NA
KaBuM! eSports,1356.3503382247716,1417881600.0,14-12-07,BRA
Taipei Assassins,1333.8626507984384,1417881600.0,14-12-07,SEA
Dark Passage,1251.6488458092483,1417881600.0,14-12-07,TR
Samsung Galaxy White,1881.006909211704,1419091200.0,14-12-21,KR
Star Horn Royal Club,1692.0514717917827,1419091200.0,14-12-21,CN
Samsung Galaxy Blue,1679.7556124313849,1419091200.0,14-12-21,KR
SK Telecom T1,1656.15815793852,1419091200.0,14-12-21,KR
Team SoloMid,1578.6275723021329,1419091200.0,14-12-21,NA
Cloud 9,1574.840837084339,1419091200.0,14-12-21,NA
OMG,1570.1195736018403,1419091200.0,14-12-21,CN
Alliance,1565.072894675493,1419091200.0,14-12-21,EUW
NaJin White Shield,1561.4173958643441,1419091200.0,14-12-21,KR
Najin e-Emfire,1554.9028987101165,1419091200.0,14-12-21,KR
Samsung Ozone,1509.1495020140142,1419091200.0,14-12-21,KR
Supa Hot Crew,1497.5505410996263,1419091200.0,14-12-21,EUW
Fnatic,1493.544931964278,1419091200.0,14-12-21,EUW
CLG,1492.6174345805152,1419091200.0,14-12-21,NA
Roccat,1489.3629242358375,1419091200.0,14-12-21,EUW
KT Rolster,1487.1942955208265,1419091200.0,14-12-21,KR
Lemondogs,1482.9592484334114,1419091200.0,14-12-21,EUW
Team Vulcun,1481.91271833772,1419091200.0,14-12-21,NA
Dignitas,1478.8407023834097,1419091200.0,14-12-21,NA
CJ Entus,1478.0359544661574,1419091200.0,14-12-21,KR
Edward Gaming,1477.0951037308741,1419091200.0,14-12-21,CN
ahq e-Sports Club,1476.86015799177,1419091200.0,14-12-21,PCS
Gambit Gaming,1473.849213234756,1419091200.0,14-12-21,EUW
compLexity gaming,1473.5987546693616,1419091200.0,14-12-21,NA
SK Gaming,1470.0273505060952,1419091200.0,14-12-21,EUW
Curse,1469.8524774334667,1419091200.0,14-12-21,NA
Team Coast,1466.4693510713064,1419091200.0,14-12-21,NA
Evil Genuises,1456.0027924593905,1419091200.0,14-12-21,NA
Millenium,1453.3215696903578,1419091200.0,14-12-21,EUW
GamingGear,1449.9219898978117,1419091200.0,14-12-21,EUW
Copenhagen Wolves,1444.7283633127572,1419091200.0,14-12-21,EUW
Mineski,1431.9618497225301,1419091200.0,14-12-21,SEA
LMQ,1431.119709475751,1419091200.0,14-12-21,NA
KaBuM! eSports,1359.9051756904219,1419091200.0,14-12-21,BRA
Taipei Assassins,1338.9496692645446,1419091200.0,14-12-21,SEA
Dark Passage,1259.2799614045614,1419091200.0,14-12-21,TR
Samsung Galaxy White,1856.6590791051449,1421510400.0,15-01-18,KR
Star Horn Royal Club,1672.4912967457262,1421510400.0,15-01-18,CN
Samsung Galaxy Blue,1667.9443124029062,1421510400.0,15-01-18,KR
SK Telecom T1,1646.8489070690687,1421510400.0,15-01-18,KR
OMG,1597.5043170617116,1421510400.0,15-01-18,CN
Team SoloMid,1573.765056984435,1421510400.0,15-01-18,NA
Cloud 9,1570.3810663772524,1421510400.0,15-01-18,NA
Alliance,1561.082402908858,1421510400.0,15-01-18,EUW
NaJin White Shield,1559.1476420414378,1421510400.0,15-01-18,KR
Najin e-Emfire,1548.2611359434445,1421510400.0,15-01-18,KR
Edward Gaming,1517.5075201339187,1421510400.0,15-01-18,CN
KOO Tigers,1508.559897778815,1421510400.0,15-01-18,KR
Samsung Ozone,1508.4643546634659,1421510400.0,15-01-18,KR
Supa Hot Crew,1497.4729926829423,1421510400.0,15-01-18,EUW
Fnatic,1495.2966981548357,1421510400.0,15-01-18,EUW
CLG,1493.6325869895404,1421510400.0,15-01-18,NA
Roccat,1489.998513727882,1421510400.0,15-01-18,EUW
CJ Entus,1485.4870815196034,1421510400.0,15-01-18,KR
Lemondogs,1484.1542771505335,1421510400.0,15-01-18,EUW
KT Rolster,1483.601098364599,1421510400.0,15-01-18,KR
Team Vulcun,1483.2410056664692,1421510400.0,15-01-18,NA
Dignitas,1480.3101787665437,1421510400.0,15-01-18,NA
ahq e-Sports Club,1477.1210414037566,1421510400.0,15-01-18,PCS
Gambit Gaming,1475.7937201888478,1421510400.0,15-01-18,EUW
compLexity gaming,1475.330934906547,1421510400.0,15-01-18,NA
Curse,1471.5877532577088,1421510400.0,15-01-18,NA
Incredible Miracle,1470.5183065346394,1421510400.0,15-01-18,KR
SK Gaming,1470.4793018987268,1421510400.0,15-01-18,EUW
Team Coast,1468.8709027395914,1421510400.0,15-01-18,NA
Jin Air Greenwings,1468.0377618258149,1421510400.0,15-01-18,KR
Samsung Galaxy,1460.854470982055,1421510400.0,15-01-18,KR
Evil Genuises,1458.6440079694235,1421510400.0,15-01-18,NA
Millenium,1456.3172661903318,1421510400.0,15-01-18,EUW
GamingGear,1453.4010925356156,1421510400.0,15-01-18,EUW
Copenhagen Wolves,1448.2915583348001,1421510400.0,15-01-18,EUW
Mineski,1436.7722733302114,1421510400.0,15-01-18,SEA
LMQ,1436.179281194158,1421510400.0,15-01-18,NA
KaBuM! eSports,1366.942759489612,1421510400.0,15-01-18,BRA
Taipei Assassins,1348.760803893201,1421510400.0,15-01-18,SEA
Dark Passage,1274.0079126656356,1421510400.0,15-01-18,TR
Samsung Galaxy White,1844.1674960103155,1422806400.0,15-02-02,KR
Samsung Galaxy Blue,1661.8836122985272,1422806400.0,15-02-02,KR
Star Horn Royal Club,1653.3838231777358,1422806400.0,15-02-02,CN
SK Telecom T1,1640.3916674405964,1422806400.0,15-02-02,KR
OMG,1623.9527036555014,1422806400.0,15-02-02,CN
Snake,1623.8857747847242,1422806400.0,15-02-02,CN
Team SoloMid,1592.5154636421767,1422806400.0,15-02-02,NA
Edward Gaming,1559.5371184786695,1422806400.0,15-02-02,CN
Alliance,1559.0244685649875,1422806400.0,15-02-02,EUW
NaJin White Shield,1557.877797967385,1422806400.0,15-02-02,KR
Najin e-Emfire,1545.9163700884749,1422806400.0,15-02-02,KR
Fnatic,1543.1510504949547,1422806400.0,15-02-02,EUW
Cloud 9,1541.6228052958377,1422806400.0,15-02-02,NA
Vici Gaming,1537.6528062220568,1422806400.0,15-02-02,CN
LGD Gaming,1537.1414992675263,1422806400.0,15-02-02,CN
Counter Logic Gaming,1525.3121136604993,1422806400.0,15-02-02,NA
Elements,1522.0784418975168,1422806400.0,15-02-02,EUW
SK Gaming,1519.810321360457,1422806400.0,15-02-02,EUW
KOO Tigers,1512.9671850395143,1422806400.0,15-02-02,KR
Samsung Ozone,1508.1188435469169,1422806400.0,15-02-02,KR
Unicorns of Love,1501.8153958413448,1422806400.0,15-02-02,EUW
Supa Hot Crew,1497.4471478550647,1422806400.0,15-02-02,EUW
Invictus Gaming,1496.4257006927976,1422806400.0,15-02-02,CN
CLG,1494.1200735673442,1422806400.0,15-02-02,NA
CJ Entus,1488.5649241326807,1422806400.0,15-02-02,KR
Lemondogs,1484.761454396522,1422806400.0,15-02-02,EUW
Team Vulcun,1483.9121997651082,1422806400.0,15-02-02,NA
KT Rolster,1481.6705749796668,1422806400.0,15-02-02,KR
Dignitas,1481.0575478621126,1422806400.0,15-02-02,NA
ahq e-Sports Club,1477.325224471126,1422806400.0,15-02-02,PCS
compLexity gaming,1476.2180252424876,1422806400.0,15-02-02,NA
Team Dignitas,1473.9514624773158,1422806400.0,15-02-02,NA
Curse,1472.490312321586,1422806400.0,15-02-02,NA
Jin Air Greenwings,1472.48385900247,1422806400.0,15-02-02,KR
Incredible Miracle,1469.8235301015363,1422806400.0,15-02-02,KR
Master3,1466.2123768081256,1422806400.0,15-02-02,CN
Roccat,1466.0080488621218,1422806400.0,15-02-02,EUW
Evil Genuises,1460.0117654793698,1422806400.0,15-02-02,NA
Millenium,1457.8539966942874,1422806400.0,15-02-02,EUW
Samsung Galaxy,1457.5539987180466,1422806400.0,15-02-02,KR
GamingGear,1455.17086781278,1422806400.0,15-02-02,EUW
Team Coast,1447.7463447886794,1422806400.0,15-02-02,NA
Mineski,1439.2140961179891,1422806400.0,15-02-02,SEA
LMQ,1438.736732920366,1422806400.0,15-02-02,NA
King,1433.8377097001935,1422806400.0,15-02-02,CN
Gambit Gaming,1430.2407285269867,1422806400.0,15-02-02,EUW
Samsung Galaxy White,1832.847955858243,1424016000.0,15-02-16,KR
Snake,1668.1081962575033,1424016000.0,15-02-16,CN
Samsung Galaxy Blue,1656.3924673880158,1424016000.0,15-02-16,KR
OMG,1643.0926930079465,1424016000.0,15-02-16,CN
Star Horn Royal Club,1636.8443601641682,1424016000.0,15-02-16,CN
SK Telecom T1,1634.6497249759805,1424016000.0,15-02-16,KR
Team SoloMid,1633.2425762916266,1424016000.0,15-02-16,NA
Edward Gaming,1617.7003447716388,1424016000.0,15-02-16,CN
SK Gaming,1564.5458146384708,1424016000.0,15-02-16,EUW
Cloud 9,1560.0507920197242,1424016000.0,15-02-16,NA
Alliance,1557.1534363569863,1424016000.0,15-02-16,EUW
NaJin White Shield,1556.6667352084723,1424016000.0,15-02-16,KR
Invictus Gaming,1555.6234516198483,1424016000.0,15-02-16,CN
Counter Logic Gaming,1547.1774964569872,1424016000.0,15-02-16,NA
Najin e-Emfire,1543.8994120047678,1424016000.0,15-02-16,KR
Fnatic,1537.8485871148423,1424016000.0,15-02-16,EUW
Unicorns of Love,1524.8032685047344,1424016000.0,15-02-16,EUW
KOO Tigers,1517.8557109323851,1424016000.0,15-02-16,KR
Samsung Ozone,1507.8092095025738,1424016000.0,15-02-16,KR
Vici Gaming,1503.4375948928139,1424016000.0,15-02-16,CN
Gravity,1501.8555208341236,1424016000.0,15-02-16,NA
Team Impulse,1500.9047095499157,1424016000.0,15-02-16,NA
H2k-Gaming,1500.6716031999497,1424016000.0,15-02-16,EUW
LGD Gaming,1499.1563234294683,1424016000.0,15-02-16,CN
Team Liquid,1498.9021802499049,1424016000.0,15-02-16,NA
Supa Hot Crew,1497.4317686471793,1424016000.0,15-02-16,EUW
CLG,1494.5426912577664,1424016000.0,15-02-16,NA
Elements,1494.0497537195456,1424016000.0,15-02-16,EUW
CJ Entus,1488.986574019403,1424016000.0,15-02-16,KR
Lemondogs,1485.3082067528476,1424016000.0,15-02-16,EUW
Team Vulcun,1484.5144921143365,1424016000.0,15-02-16,NA
KT Rolster,1482.2147588243333,1424016000.0,15-02-16,KR
Dignitas,1481.7309815388587,1424016000.0,15-02-16,NA
Team Dignitas,1479.1721496550354,1424016000.0,15-02-16,NA
ahq e-Sports Club,1477.5510587548508,1424016000.0,15-02-16,PCS
compLexity gaming,1477.020858270221,1424016000.0,15-02-16,NA
Team 8,1475.8406113102606,1424016000.0,15-02-16,NA
Jin Air Greenwings,1473.4678345971454,1424016000.0,15-02-16,KR
Curse,1473.3151889897974,1424016000.0,15-02-16,NA
Incredible Miracle,1470.8393272258418,1424016000.0,15-02-16,KR
Roccat,1467.2577662890128,1424016000.0,15-02-16,EUW
Evil Genuises,1461.2582706013484,1424016000.0,15-02-16,NA
Gambit Gaming,1460.196649830725,1424016000.0,15-02-16,EUW
Millenium,1459.2463739312898,1424016000.0,15-02-16,EUW
Copenhagen Wolves,1458.7845923069563,1424016000.0,15-02-16,EUW
GamingGear,1456.7657072614315,1424016000.0,15-02-16,EUW
Samsung Galaxy White,1821.849939676483,1425225600.0,15-03-02,KR
Samsung Galaxy Blue,1651.0590872042533,1425225600.0,15-03-02,KR
Edward Gaming,1647.6151994418376,1425225600.0,15-03-02,CN
Snake,1637.6621888766215,1425225600.0,15-03-02,CN
SK Telecom T1,1634.3316114709573,1425225600.0,15-03-02,KR
Star Horn Royal Club,1624.376932452968,1425225600.0,15-03-02,CN
OMG,1618.9024965089218,1425225600.0,15-03-02,CN
Team SoloMid,1618.837721335531,1425225600.0,15-03-02,NA
Cloud 9,1602.2892171746587,1425225600.0,15-03-02,NA
Fnatic,1559.0422703448953,1425225600.0,15-03-02,EUW
NaJin White Shield,1555.436006984831,1425225600.0,15-03-02,KR
Alliance,1555.329951768415,1425225600.0,15-03-02,EUW
H2k-Gaming,1548.745893225686,1425225600.0,15-03-02,EUW
Counter Logic Gaming,1543.2541009059453,1425225600.0,15-03-02,NA
Najin e-Emfire,1542.3856388688782,1425225600.0,15-03-02,KR
SK Gaming,1535.1088291734063,1425225600.0,15-03-02,EUW
Invictus Gaming,1530.5459597029624,1425225600.0,15-03-02,CN
Team Liquid,1526.9766395973093,1425225600.0,15-03-02,NA
KOO Tigers,1519.4918751922214,1425225600.0,15-03-02,KR
Gambit Gaming,1510.7425767064444,1425225600.0,15-03-02,EUW
Samsung Ozone,1507.5114832609302,1425225600.0,15-03-02,KR
Team Impulse,1503.9890533027851,1425225600.0,15-03-02,NA
Team 8,1501.2506936640093,1425225600.0,15-03-02,NA
Gravity,1499.2795267657382,1425225600.0,15-03-02,NA
LGD Gaming,1497.7416755559495,1425225600.0,15-03-02,CN
Supa Hot Crew,1497.4240657116939,1425225600.0,15-03-02,EUW
Unicorns of Love,1497.3161633823117,1425225600.0,15-03-02,EUW
CLG,1494.936142026188,1425225600.0,15-03-02,NA
CJ Entus,1487.4055100513033,1425225600.0,15-03-02,KR
Lemondogs,1485.836294428235,1425225600.0,15-03-02,EUW
Team Vulcun,1485.0943427587474,1425225600.0,15-03-02,NA
Dignitas,1482.3818284837644,1425225600.0,15-03-02,NA
KT Rolster,1480.4475272655488,1425225600.0,15-03-02,KR
Vici Gaming,1477.9513801117596,1425225600.0,15-03-02,CN
ahq e-Sports Club,1477.807373517828,1425225600.0,15-03-02,PCS
compLexity gaming,1477.7998992773564,1425225600.0,15-03-02,NA
Jin Air Greenwings,1476.8231869140322,1425225600.0,15-03-02,KR
Curse,1474.1228867863792,1425225600.0,15-03-02,NA
Incredible Miracle,1469.4383565867054,1425225600.0,15-03-02,KR
Elements,1468.6958150934165,1425225600.0,15-03-02,EUW
Evil Genuises,1462.4755903539944,1425225600.0,15-03-02,NA
Millenium,1460.599018176978,1425225600.0,15-03-02,EUW
Copenhagen Wolves,1460.0355891333675,1425225600.0,15-03-02,EUW
Team Dignitas,1459.0882094938538,1425225600.0,15-03-02,NA
GamingGear,1458.3071603852945,1425225600.0,15-03-02,EUW
Giants Gaming,1454.7988058575486,1425225600.0,15-03-02,EUW
Samsung Galaxy White,1811.9201530930475,1426348800.0,15-03-15,KR
Edward Gaming,1692.5102315920913,1426348800.0,15-03-15,CN
Snake,1676.6101495697367,1426348800.0,15-03-15,CN
OMG,1657.2980024168307,1426348800.0,15-03-15,CN
Samsung Galaxy Blue,1646.246022188858,1426348800.0,15-03-15,KR
Team SoloMid,1643.8707306418073,1426348800.0,15-03-15,NA
SK Telecom T1,1632.081119065859,1426348800.0,15-03-15,KR
Star Horn Royal Club,1614.827549621085,1426348800.0,15-03-15,CN
Cloud 9,1590.7737161461448,1426348800.0,15-03-15,NA
H2k-Gaming,1569.6362660603704,1426348800.0,15-03-15,EUW
Counter Logic Gaming,1562.869998746232,1426348800.0,15-03-15,NA
Fnatic,1555.5372544345453,1426348800.0,15-03-15,EUW
NaJin White Shield,1554.279766673843,1426348800.0,15-03-15,KR
SK Gaming,1554.0821913277725,1426348800.0,15-03-15,EUW
Alliance,1553.6788777310496,1426348800.0,15-03-15,EUW
Najin e-Emfire,1538.3219794368702,1426348800.0,15-03-15,KR
Team Impulse,1529.7033200378996,1426348800.0,15-03-15,NA
KOO Tigers,1525.672628206178,1426348800.0,15-03-15,KR
Samsung Ozone,1507.2452814328767,1426348800.0,15-03-15,KR
Gambit Gaming,1504.5495588178503,1426348800.0,15-03-15,EUW
Team 8,1503.2552310657557,1426348800.0,15-03-15,NA
Team Liquid,1501.095110253887,1426348800.0,15-03-15,NA
Vici Gaming,1500.7612300599349,1426348800.0,15-03-15,CN
Gravity,1499.729381364771,1426348800.0,15-03-15,NA
Supa Hot Crew,1497.4231748818497,1426348800.0,15-03-15,EUW
Unicorns of Love,1496.3832323111474,1426348800.0,15-03-15,EUW
CLG,1495.277047311858,1426348800.0,15-03-15,NA
Invictus Gaming,1490.2375185865128,1426348800.0,15-03-15,CN
CJ Entus,1488.158737851339,1426348800.0,15-03-15,KR
Lemondogs,1486.3104456505948,1426348800.0,15-03-15,EUW
Team Vulcun,1485.6134057701536,1426348800.0,15-03-15,NA
Dignitas,1482.9665421683244,1426348800.0,15-03-15,NA
KT Rolster,1479.0251224808492,1426348800.0,15-03-15,KR
compLexity gaming,1478.5023944860511,1426348800.0,15-03-15,NA
ahq e-Sports Club,1478.069812759082,1426348800.0,15-03-15,PCS
Jin Air Greenwings,1475.264726341774,1426348800.0,15-03-15,KR
Curse,1474.8573287997995,1426348800.0,15-03-15,NA
Incredible Miracle,1467.867261536447,1426348800.0,15-03-15,KR
LGD Gaming,1467.780293804093,1426348800.0,15-03-15,CN
Evil Genuises,1463.5797654759367,1426348800.0,15-03-15,NA
Copenhagen Wolves,1462.4809680939607,1426348800.0,15-03-15,EUW
Millenium,1461.8201015027794,1426348800.0,15-03-15,EUW
Team Dignitas,1460.680440659944,1426348800.0,15-03-15,NA
GamingGear,1459.6920527713012,1426348800.0,15-03-15,EUW
Samsung Galaxy,1455.8764153715658,1426348800.0,15-03-15,KR
Roccat,1449.2108124317872,1426348800.0,15-03-15,EUW
Samsung Galaxy White,1800.794429551844,1427644800.0,15-03-30,KR
Edward Gaming,1727.7272960206835,1427644800.0,15-03-30,CN
Snake,1674.252545229248,1427644800.0,15-03-30,CN
OMG,1654.7069902861308,1427644800.0,15-03-30,CN
Samsung Galaxy Blue,1640.8567230940394,1427644800.0,15-03-30,KR
SK Telecom T1,1631.2603744470275,1427644800.0,15-03-30,KR
Team SoloMid,1631.2584385547946,1427644800.0,15-03-30,NA
Cloud 9,1622.0566483273467,1427644800.0,15-03-30,NA
SK Gaming,1594.0352418547063,1427644800.0,15-03-30,EUW
Fnatic,1575.0706568004284,1427644800.0,15-03-30,EUW
