name,value,timestamp,date,type
H2K Gaming,1551.3756825879216,1490457600.0,17-03-26,EUW
CLG,1548.7853023061145,1490457600.0,17-03-26,NA
Flash Wolves,1538.70752581486,1490457600.0,17-03-26,SEA
ahq e-Sports Club,1538.4719227121116,1490457600.0,17-03-26,PCS
Immortals,1532.7561516000806,1490457600.0,17-03-26,NA
Snake eSports,1529.6263067164682,1490457600.0,17-03-26,CN
Phoenix1,1528.2467849092816,1490457600.0,17-03-26,NA
Albus NoX Luna,1527.4350727554506,1490457600.0,17-03-26,WC
KOO Tigers,1526.4568161013658,1490457600.0,17-03-26,KR
Misfits,1523.8747107157376,1490457600.0,17-03-26,EUW
I May,1517.655913429862,1490457600.0,17-03-26,CN
Red Canids,1512.8852574158718,1490457600.0,17-03-26,BR
Samsung Galaxy White,1511.5318330350815,1490457600.0,17-03-26,KR
eUnited,1510.9386838126677,1490457600.0,17-03-26,NA
Vaevictis eSports,1510.669211736101,1490457600.0,17-03-26,CIS
Vega Squadron,1510.3912659343348,1490457600.0,17-03-26,CIS
Fnatic,1510.1711307948497,1490457600.0,17-03-26,EUW
M19 Team,1510.047150822206,1490457600.0,17-03-26,CIS
J Team,1509.500272436446,1490457600.0,17-03-26,PCS
Gold Coin United,1509.4873919081856,1490457600.0,17-03-26,NA
Keyd Stars,1508.6441935946402,1490457600.0,17-03-26,BR
Longzhu Gaming,1506.8828125355205,1490457600.0,17-03-26,KR
Machi E-Sports,1506.7034659066132,1490457600.0,17-03-26,PCS
ahq eSports,1506.7015531377838,1490457600.0,17-03-26,TW
Virtus.pro,1506.5311192176916,1490457600.0,17-03-26,CIS
Qiao Gu,1506.3517162360904,1490457600.0,17-03-26,CN
Samsung Galaxy Blue,1505.1190395709539,1490457600.0,17-03-26,KR
Star Horn Royal Club,1504.9431266113806,1490457600.0,17-03-26,CN
Vitality,1503.7471800419296,1490457600.0,17-03-26,EUW
Pain Gaming,1503.5919700168083,1490457600.0,17-03-26,BR
AHQ E-Sports Club,1503.0618787537735,1490457600.0,17-03-26,SEA
Lyon Gaming,1502.689706492389,1490457600.0,17-03-26,WC
NaJin White Shield,1502.503996540076,1490457600.0,17-03-26,KR
SK Telecom T1,1951.5101854822267,1491667200.0,17-04-09,KR
Samsung Galaxy,1821.176659411975,1491667200.0,17-04-09,KR
Edward Gaming,1658.6806977876397,1491667200.0,17-04-09,CN
Team SoloMid,1648.394319410872,1491667200.0,17-04-09,NA
KT Rolster,1647.1813037607155,1491667200.0,17-04-09,KR
Royal Never Give Up,1645.4652171454186,1491667200.0,17-04-09,CN
H2k-Gaming,1638.3104715796037,1491667200.0,17-04-09,EUW
ROX Tigers,1618.1378084177486,1491667200.0,17-04-09,KR
Team WE,1604.7366855362827,1491667200.0,17-04-09,CN
Cloud 9,1591.284866451168,1491667200.0,17-04-09,NA
Unicorns Of Love,1579.4212196431668,1491667200.0,17-04-09,CIS
MVP,1563.2371505007914,1491667200.0,17-04-09,KR
G2 Esports,1553.9989410053681,1491667200.0,17-04-09,EUW
Flash Wolves,1553.6841128260692,1491667200.0,17-04-09,SEA
Phoenix1,1550.9374356181434,1491667200.0,17-04-09,NA
H2K Gaming,1542.872102943018,1491667200.0,17-04-09,EUW
Misfits,1542.6227555591458,1491667200.0,17-04-09,EUW
ahq e-Sports Club,1541.7893748076685,1491667200.0,17-04-09,PCS
Fnatic,1538.368544044011,1491667200.0,17-04-09,EUW
Immortals,1532.0637139698817,1491667200.0,17-04-09,NA
Snake eSports,1528.5777833372872,1491667200.0,17-04-09,CN
J Team,1526.9983691199714,1491667200.0,17-04-09,PCS
OMG,1526.6107108965218,1491667200.0,17-04-09,CN
Albus NoX Luna,1525.6580363549074,1491667200.0,17-04-09,WC
KOO Tigers,1525.4503008935446,1491667200.0,17-04-09,KR
Afreeca Freecs,1525.206798412689,1491667200.0,17-04-09,KR
Machi E-Sports,1523.7242587964608,1491667200.0,17-04-09,PCS
FlyQuest,1521.8636411718949,1491667200.0,17-04-09,NA
CLG,1520.503270999387,1491667200.0,17-04-09,NA
Red Canids,1514.8962627684195,1491667200.0,17-04-09,BR
Virtus.pro,1511.2677060415292,1491667200.0,17-04-09,CIS
Samsung Galaxy White,1511.099697721741,1491667200.0,17-04-09,KR
Misfits Academy,1510.5188519783103,1491667200.0,17-04-09,EUW
Vaevictis eSports,1510.2133888157728,1491667200.0,17-04-09,CIS
Vega Squadron,1507.544396646986,1491667200.0,17-04-09,CIS
M19 Team,1507.2023933428004,1491667200.0,17-04-09,CIS
ahq eSports,1506.286733635176,1491667200.0,17-04-09,TW
Qiao Gu,1506.118482102476,1491667200.0,17-04-09,CN
Keyd Stars,1505.8631916530323,1491667200.0,17-04-09,BR
Samsung Galaxy Blue,1504.9266710652948,1491667200.0,17-04-09,KR
Star Horn Royal Club,1504.7619218279406,1491667200.0,17-04-09,CN
Vitality,1503.607337767506,1491667200.0,17-04-09,EUW
Pain Gaming,1503.4702063348795,1491667200.0,17-04-09,BR
AHQ E-Sports Club,1502.9095216490725,1491667200.0,17-04-09,SEA
Lyon Gaming,1502.5892827261466,1491667200.0,17-04-09,WC
NaJin White Shield,1502.4106941929074,1491667200.0,17-04-09,KR
Snake,1502.2508608112353,1491667200.0,17-04-09,CN
SK Telecom T1,1966.9441405447076,1492876800.0,17-04-23,KR
Samsung Galaxy,1768.6804081761952,1492876800.0,17-04-23,KR
Edward Gaming,1701.165052321325,1492876800.0,17-04-23,CN
KT Rolster,1690.8532801333324,1492876800.0,17-04-23,KR
Team SoloMid,1687.8468569539252,1492876800.0,17-04-23,NA
Team WE,1664.4375609448616,1492876800.0,17-04-23,CN
Royal Never Give Up,1661.2038650801078,1492876800.0,17-04-23,CN
H2k-Gaming,1632.890731213508,1492876800.0,17-04-23,EUW
ROX Tigers,1615.3367623989975,1492876800.0,17-04-23,KR
G2 Esports,1601.4886715737493,1492876800.0,17-04-23,EUW
Cloud 9,1588.0707335890525,1492876800.0,17-04-23,NA
Unicorns Of Love,1574.3666547316948,1492876800.0,17-04-23,CIS
Flash Wolves,1563.6701899763182,1492876800.0,17-04-23,SEA
Phoenix1,1549.8704280434986,1492876800.0,17-04-23,NA
H2K Gaming,1541.5981262261885,1492876800.0,17-04-23,EUW
ahq e-Sports Club,1540.2226225363854,1492876800.0,17-04-23,PCS
Fnatic,1538.2728977749907,1492876800.0,17-04-23,EUW
Immortals,1531.3653509074309,1492876800.0,17-04-23,NA
MVP,1527.705551015662,1492876800.0,17-04-23,KR
Snake eSports,1527.5640828089615,1492876800.0,17-04-23,CN
J Team,1525.9472484390694,1492876800.0,17-04-23,PCS
KOO Tigers,1524.4823947211898,1492876800.0,17-04-23,KR
Albus NoX Luna,1523.9901323032602,1492876800.0,17-04-23,WC
Afreeca Freecs,1523.7673341583804,1492876800.0,17-04-23,KR
Misfits Academy,1522.4236729628167,1492876800.0,17-04-23,EUW
CLG,1519.9452868129958,1492876800.0,17-04-23,NA
Red Canids,1514.3505953262202,1492876800.0,17-04-23,BR
Virtus.pro,1510.8494483656457,1492876800.0,17-04-23,CIS
Samsung Galaxy White,1510.6836906575322,1492876800.0,17-04-23,KR
Machi E-Sports,1510.4878208678733,1492876800.0,17-04-23,PCS
Vaevictis eSports,1509.8416580809035,1492876800.0,17-04-23,CIS
Vega Squadron,1507.250205256329,1492876800.0,17-04-23,CIS
M19 Team,1506.927984724925,1492876800.0,17-04-23,CIS
ahq eSports,1505.8958192265784,1492876800.0,17-04-23,TW
Qiao Gu,1505.8936041599143,1492876800.0,17-04-23,CN
Keyd Stars,1505.6652722088777,1492876800.0,17-04-23,BR
Samsung Galaxy Blue,1504.7415216785205,1492876800.0,17-04-23,KR
Star Horn Royal Club,1504.5871850188425,1492876800.0,17-04-23,CN
Vitality,1503.4726683103197,1492876800.0,17-04-23,EUW
Pain Gaming,1503.3521636031967,1492876800.0,17-04-23,BR
AHQ E-Sports Club,1502.7655150369662,1492876800.0,17-04-23,SEA
Lyon Gaming,1502.4925797829287,1492876800.0,17-04-23,WC
NaJin White Shield,1502.320834685,1492876800.0,17-04-23,KR
Snake,1502.1746249805506,1492876800.0,17-04-23,CN
Alliance,1501.8763385520658,1492876800.0,17-04-23,EUW
Najin e-Emfire,1501.4178290843988,1492876800.0,17-04-23,KR
Gravity,1501.12197466864,1492876800.0,17-04-23,NA
Team Roccat,1501.0557644778937,1492876800.0,17-04-23,EUW
SK Telecom T1,1955.3112872133333,1494000000.0,17-05-06,KR
Samsung Galaxy,1761.5954589994508,1494000000.0,17-05-06,KR
Team SoloMid,1716.8314672598108,1494000000.0,17-05-06,NA
Edward Gaming,1696.6077781165097,1494000000.0,17-05-06,CN
Team WE,1696.1913940706,1494000000.0,17-05-06,CN
KT Rolster,1684.8471619122042,1494000000.0,17-05-06,KR
GIGABYTE Marines,1629.5375764442006,1494000000.0,17-05-06,SEA
H2k-Gaming,1628.0435471499359,1494000000.0,17-05-06,EUW
Royal Never Give Up,1620.2487408352504,1494000000.0,17-05-06,CN
ROX Tigers,1612.7569236323388,1494000000.0,17-05-06,KR
Flash Wolves,1601.2474742364375,1494000000.0,17-05-06,SEA
G2 Esports,1597.7289570929122,1494000000.0,17-05-06,EUW
Cloud 9,1585.2412730413077,1494000000.0,17-05-06,NA
Red Canids,1574.1545515790608,1494000000.0,17-05-06,BR
Unicorns Of Love,1572.037321560172,1494000000.0,17-05-06,CIS
Lyon Gaming,1566.6090740342859,1494000000.0,17-05-06,WC
Phoenix1,1548.0951099886202,1494000000.0,17-05-06,NA
SuperMassive,1547.324771717228,1494000000.0,17-05-06,TR
H2K Gaming,1540.43865509103,1494000000.0,17-05-06,EUW
ahq e-Sports Club,1538.8906231510364,1494000000.0,17-05-06,PCS
Fnatic,1537.1517758319349,1494000000.0,17-05-06,EUW
Immortals,1530.7131690990275,1494000000.0,17-05-06,NA
Snake eSports,1526.653099030959,1494000000.0,17-05-06,CN
MVP,1526.1463889113027,1494000000.0,17-05-06,KR
J Team,1525.0567048524924,1494000000.0,17-05-06,PCS
KOO Tigers,1523.6168842132606,1494000000.0,17-05-06,KR
Albus NoX Luna,1522.533836249726,1494000000.0,17-05-06,WC
Afreeca Freecs,1522.4921411040289,1494000000.0,17-05-06,KR
Misfits Academy,1521.6943687910343,1494000000.0,17-05-06,EUW
CLG,1519.4310329066911,1494000000.0,17-05-06,NA
Samsung Galaxy White,1510.3113174602765,1494000000.0,17-05-06,KR
Machi E-Sports,1510.1534314012215,1494000000.0,17-05-06,PCS
Vaevictis eSports,1509.5081988398647,1494000000.0,17-05-06,CIS
Vega Squadron,1506.9874666433172,1494000000.0,17-05-06,CIS
M19 Team,1506.6824564559563,1494000000.0,17-05-06,CIS
Qiao Gu,1505.6920226723003,1494000000.0,17-05-06,CN
ahq eSports,1505.5532025670336,1494000000.0,17-05-06,TW
Keyd Stars,1505.4868860165443,1494000000.0,17-05-06,BR
Samsung Galaxy Blue,1504.5758250114736,1494000000.0,17-05-06,KR
Star Horn Royal Club,1504.4305303007916,1494000000.0,17-05-06,CN
Vitality,1503.3520856570058,1494000000.0,17-05-06,EUW
Pain Gaming,1503.2458065213775,1494000000.0,17-05-06,BR
AHQ E-Sports Club,1502.6388394233893,1494000000.0,17-05-06,SEA
NaJin White Shield,1502.2403675449598,1494000000.0,17-05-06,KR
Snake,1502.105856431962,1494000000.0,17-05-06,CN
Alliance,1501.8109555909562,1494000000.0,17-05-06,EUW
Najin e-Emfire,1501.3697811910463,1494000000.0,17-05-06,KR
Gravity,1501.0824527207656,1494000000.0,17-05-06,NA
SK Telecom T1,1950.7636665560613,1495296000.0,17-05-21,KR
Samsung Galaxy,1753.5680869456094,1495296000.0,17-05-21,KR
Team SoloMid,1701.058244143201,1495296000.0,17-05-21,NA
Team WE,1696.2150451759753,1495296000.0,17-05-21,CN
Edward Gaming,1691.4053065050275,1495296000.0,17-05-21,CN
KT Rolster,1678.1214496108548,1495296000.0,17-05-21,KR
H2k-Gaming,1622.6651598872118,1495296000.0,17-05-21,EUW
GIGABYTE Marines,1617.6600895388062,1495296000.0,17-05-21,SEA
Royal Never Give Up,1616.8476905345897,1495296000.0,17-05-21,CN
ROX Tigers,1609.8072669896849,1495296000.0,17-05-21,KR
Flash Wolves,1596.4935752355652,1495296000.0,17-05-21,SEA
G2 Esports,1593.4693131353679,1495296000.0,17-05-21,EUW
Cloud 9,1582.0738588562922,1495296000.0,17-05-21,NA
Red Canids,1571.6517494746442,1495296000.0,17-05-21,BR
Unicorns Of Love,1569.431580683134,1495296000.0,17-05-21,CIS
Lyon Gaming,1564.2828965468905,1495296000.0,17-05-21,WC
SuperMassive,1546.139106242144,1495296000.0,17-05-21,TR
Phoenix1,1546.1243112706784,1495296000.0,17-05-21,NA
H2K Gaming,1539.1292507299468,1495296000.0,17-05-21,EUW
ahq e-Sports Club,1537.4062855815707,1495296000.0,17-05-21,PCS
Fnatic,1535.8950046712152,1495296000.0,17-05-21,EUW
Immortals,1529.9580592650161,1495296000.0,17-05-21,NA
Snake eSports,1525.6371824677096,1495296000.0,17-05-21,CN
MVP,1524.441985768927,1495296000.0,17-05-21,KR
J Team,1524.066606867975,1495296000.0,17-05-21,PCS
KOO Tigers,1522.6564718141299,1495296000.0,17-05-21,KR
Afreeca Freecs,1521.0922371767117,1495296000.0,17-05-21,KR
Albus NoX Luna,1520.957986502935,1495296000.0,17-05-21,WC
Misfits Academy,1520.8800784774842,1495296000.0,17-05-21,EUW
CLG,1518.843483723376,1495296000.0,17-05-21,NA
Samsung Galaxy White,1509.8976944989506,1495296000.0,17-05-21,KR
Machi E-Sports,1509.7799134200468,1495296000.0,17-05-21,PCS
Vaevictis eSports,1509.1370036585602,1495296000.0,17-05-21,CIS
Vega Squadron,1506.6963040114451,1495296000.0,17-05-21,CIS
M19 Team,1506.4098576414883,1495296000.0,17-05-21,CIS
Qiao Gu,1505.4677889962165,1495296000.0,17-05-21,CN
Keyd Stars,1505.2873565068871,1495296000.0,17-05-21,BR
ahq eSports,1505.1810341002886,1495296000.0,17-05-21,TW
Samsung Galaxy Blue,1504.3918097054782,1495296000.0,17-05-21,KR
Star Horn Royal Club,1504.2562499863118,1495296000.0,17-05-21,CN
Vitality,1503.2181033289462,1495296000.0,17-05-21,EUW
Pain Gaming,1503.1268860023206,1495296000.0,17-05-21,BR
AHQ E-Sports Club,1502.5006076798186,1495296000.0,17-05-21,SEA
NaJin White Shield,1502.1509503970842,1495296000.0,17-05-21,KR
Snake,1502.0288833251675,1495296000.0,17-05-21,CN
Alliance,1501.7383283955824,1495296000.0,17-05-21,EUW
Najin e-Emfire,1501.3162948241336,1495296000.0,17-05-21,KR
Gravity,1501.0385870290877,1495296000.0,17-05-21,NA
SK Telecom T1,1923.5920791161966,1496505600.0,17-06-04,KR
Samsung Galaxy,1783.5726286514694,1496505600.0,17-06-04,KR
Team SoloMid,1690.1328685125238,1496505600.0,17-06-04,NA
Team WE,1689.6588540058099,1496505600.0,17-06-04,CN
Edward Gaming,1686.6064503247364,1496505600.0,17-06-04,CN
KT Rolster,1665.0977606734682,1496505600.0,17-06-04,KR
H2k-Gaming,1617.845683140213,1496505600.0,17-06-04,EUW
Royal Never Give Up,1613.719859788569,1496505600.0,17-06-04,CN
GIGABYTE Marines,1613.7142189512763,1496505600.0,17-06-04,SEA
G2 Esports,1600.6942151325838,1496505600.0,17-06-04,EUW
Flash Wolves,1592.2689654264834,1496505600.0,17-06-04,SEA
Unicorns Of Love,1577.4860536999477,1496505600.0,17-06-04,CIS
Red Canids,1571.6623928447655,1496505600.0,17-06-04,BR
ROX Tigers,1568.8326904438454,1496505600.0,17-06-04,KR
Lyon Gaming,1562.1721290572864,1496505600.0,17-06-04,WC
H2K Gaming,1559.9922301601448,1496505600.0,17-06-04,EUW
Fnatic,1558.2696937803148,1496505600.0,17-06-04,EUW
Immortals,1556.9686999885193,1496505600.0,17-06-04,NA
Cloud 9,1555.4590451803251,1496505600.0,17-06-04,NA
SuperMassive,1545.03237833106,1496505600.0,17-06-04,TR
CLG,1542.8592633756605,1496505600.0,17-06-04,NA
ahq e-Sports Club,1541.4881692506797,1496505600.0,17-06-04,PCS
J Team,1534.6495587432016,1496505600.0,17-06-04,PCS
Snake eSports,1524.7220423779581,1496505600.0,17-06-04,CN
Afreeca Freecs,1521.8183139665423,1496505600.0,17-06-04,KR
KOO Tigers,1521.7956314395667,1496505600.0,17-06-04,KR
Misfits Academy,1520.1456757142828,1496505600.0,17-06-04,EUW
Albus NoX Luna,1519.5825092752575,1496505600.0,17-06-04,WC
MVP,1518.3547587306168,1496505600.0,17-06-04,KR
Phoenix1,1517.114897450549,1496505600.0,17-06-04,NA
Longzhu Gaming,1510.0430060699873,1496505600.0,17-06-04,KR
Samsung Galaxy White,1509.5265756334074,1496505600.0,17-06-04,KR
Vaevictis eSports,1508.8032376127385,1496505600.0,17-06-04,CIS
Vega Squadron,1506.4356896239615,1496505600.0,17-06-04,CIS
M19 Team,1506.165402965818,1496505600.0,17-06-04,CIS
Qiao Gu,1505.266308989979,1496505600.0,17-06-04,CN
ahq eSports,1504.8549214014802,1496505600.0,17-06-04,TW
Samsung Galaxy Blue,1504.2267365957373,1496505600.0,17-06-04,KR
Star Horn Royal Club,1504.0996349035086,1496505600.0,17-06-04,CN
Machi E-Sports,1503.1363984401917,1496505600.0,17-06-04,PCS
Vitality,1503.0978516883486,1496505600.0,17-06-04,EUW
Keyd Stars,1502.5911110658196,1496505600.0,17-06-04,BR
AHQ E-Sports Club,1502.3788083096758,1496505600.0,17-06-04,SEA
NaJin White Shield,1502.0706893745496,1496505600.0,17-06-04,KR
Snake,1501.9592935810654,1496505600.0,17-06-04,CN
Alliance,1501.6731631479831,1496505600.0,17-06-04,EUW
Najin e-Emfire,1501.2682008696074,1496505600.0,17-06-04,KR
Gravity,1500.999259832385,1496505600.0,17-06-04,NA
SK Telecom T1,1950.7474277217227,1497715200.0,17-06-18,KR
Samsung Galaxy,1790.4961637262586,1497715200.0,17-06-18,KR
KT Rolster,1724.0330756513188,1497715200.0,17-06-18,KR
Edward Gaming,1701.0218786841667,1497715200.0,17-06-18,CN
Team SoloMid,1696.8121419952838,1497715200.0,17-06-18,NA
Team WE,1685.8241847081815,1497715200.0,17-06-18,CN
Royal Never Give Up,1620.3225914556049,1497715200.0,17-06-18,CN
H2k-Gaming,1613.2128324680866,1497715200.0,17-06-18,EUW
GIGABYTE Marines,1609.8846783227225,1497715200.0,17-06-18,SEA
Flash Wolves,1585.076037824937,1497715200.0,17-06-18,SEA
Unicorns Of Love,1582.490853741736,1497715200.0,17-06-18,CIS
G2 Esports,1580.7086723416483,1497715200.0,17-06-18,EUW
Immortals,1574.693074748415,1497715200.0,17-06-18,NA
Cloud 9,1573.2602837654945,1497715200.0,17-06-18,NA
Red Canids,1568.5800202983485,1497715200.0,17-06-18,BR
OMG,1564.7445080769821,1497715200.0,17-06-18,CN
CLG,1564.1166943699814,1497715200.0,17-06-18,NA
Lyon Gaming,1560.1190065469502,1497715200.0,17-06-18,WC
H2K Gaming,1556.871662975456,1497715200.0,17-06-18,EUW
Fnatic,1555.2887682491742,1497715200.0,17-06-18,EUW
ahq e-Sports Club,1545.0967931853725,1497715200.0,17-06-18,PCS
SuperMassive,1543.9279149553006,1497715200.0,17-06-18,TR
J Team,1539.1746067387626,1497715200.0,17-06-18,PCS
Afreeca Freecs,1532.4088659984664,1497715200.0,17-06-18,KR
Raise Gaming,1530.7638380184337,1497715200.0,17-06-18,TW
ROX Tigers,1526.1806085738665,1497715200.0,17-06-18,KR
Snake eSports,1523.8378455904788,1497715200.0,17-06-18,CN
Misfits,1521.558416026652,1497715200.0,17-06-18,EUW
KOO Tigers,1520.9677482531065,1497715200.0,17-06-18,KR
Dignitas,1519.6667902516324,1497715200.0,17-06-18,NA
Misfits Academy,1519.435303565876,1497715200.0,17-06-18,EUW
Albus NoX Luna,1518.2936871958923,1497715200.0,17-06-18,WC
Longzhu Gaming,1517.9703826491118,1497715200.0,17-06-18,KR
Samsung Galaxy White,1509.1693239672288,1497715200.0,17-06-18,KR
Vaevictis eSports,1508.4813030626183,1497715200.0,17-06-18,CIS
Keyd Stars,1507.3928044433744,1497715200.0,17-06-18,BR
Vega Squadron,1506.1853907534328,1497715200.0,17-06-18,CIS
M19 Team,1505.9302160803425,1497715200.0,17-06-18,CIS
Pain Gaming,1505.6069484724133,1497715200.0,17-06-18,BR
Qiao Gu,1505.0720992631534,1497715200.0,17-06-18,CN
ahq eSports,1504.5482317187127,1497715200.0,17-06-18,TW
Samsung Galaxy Blue,1504.067860833085,1497715200.0,17-06-18,KR
Star Horn Royal Club,1503.9486538526853,1497715200.0,17-06-18,CN
Team Roccat,1503.4041538913114,1497715200.0,17-06-18,EUW
Vitality,1502.9820602223767,1497715200.0,17-06-18,EUW
Tempo Storm,1502.8896276691692,1497715200.0,17-06-18,NA
AHQ E-Sports Club,1502.2635585608903,1497715200.0,17-06-18,SEA
NaJin White Shield,1501.9933984392533,1497715200.0,17-06-18,KR
SK Telecom T1,1977.4419073898944,1499011200.0,17-07-03,KR
Samsung Galaxy,1787.2664701791866,1499011200.0,17-07-03,KR
Team SoloMid,1702.9336088850978,1499011200.0,17-07-03,NA
KT Rolster,1702.1560402785879,1499011200.0,17-07-03,KR
Team WE,1698.7610406153399,1499011200.0,17-07-03,CN
Edward Gaming,1694.8669647927595,1499011200.0,17-07-03,CN
Royal Never Give Up,1609.9714879935868,1499011200.0,17-07-03,CN
H2k-Gaming,1608.4487466695764,1499011200.0,17-07-03,EUW
GIGABYTE Marines,1607.9187696898932,1499011200.0,17-07-03,SEA
Unicorns Of Love,1601.727476116305,1499011200.0,17-07-03,CIS
Flash Wolves,1598.2607968690531,1499011200.0,17-07-03,SEA
OMG,1595.6943584889113,1499011200.0,17-07-03,CN
Cloud 9,1593.296836445672,1499011200.0,17-07-03,NA
Fnatic,1586.4349799032525,1499011200.0,17-07-03,EUW
CLG,1582.7548859745782,1499011200.0,17-07-03,NA
G2 Esports,1575.9658015145737,1499011200.0,17-07-03,EUW
ROX Tigers,1571.9742875787645,1499011200.0,17-07-03,KR
Immortals,1570.7380228343654,1499011200.0,17-07-03,NA
Red Canids,1570.726226470578,1499011200.0,17-07-03,BR
H2K Gaming,1565.729385228523,1499011200.0,17-07-03,EUW
Lyon Gaming,1557.9824329325618,1499011200.0,17-07-03,WC
Longzhu Gaming,1557.4233923661438,1499011200.0,17-07-03,KR
SuperMassive,1542.7494841182645,1499011200.0,17-07-03,TR
J Team,1537.2463743234111,1499011200.0,17-07-03,PCS
ahq e-Sports Club,1536.9511660057037,1499011200.0,17-07-03,PCS
Raise Gaming,1528.683096646877,1499011200.0,17-07-03,TW
Afreeca Freecs,1525.786904633169,1499011200.0,17-07-03,KR
Snake eSports,1522.9237796794976,1499011200.0,17-07-03,CN
DAN Gaming,1522.034250710029,1499011200.0,17-07-03,CN
KOO Tigers,1520.1158534312356,1499011200.0,17-07-03,KR
Misfits,1519.3961180349893,1499011200.0,17-07-03,EUW
Misfits Academy,1518.700105070087,1499011200.0,17-07-03,EUW
Albus NoX Luna,1517.0032896829514,1499011200.0,17-07-03,WC
Vaevictis eSports,1512.6052122058384,1499011200.0,17-07-03,CIS
Gambit Esports,1511.4532652164232,1499011200.0,17-07-03,CIS
Samsung Galaxy White,1508.8013583921622,1499011200.0,17-07-03,KR
ProGaming eSports,1507.505046362851,1499011200.0,17-07-03,BR
Team oNe eSports,1506.808587041748,1499011200.0,17-07-03,BR
eUnited,1506.3525619831248,1499011200.0,17-07-03,NA
Pain Gaming,1505.0189448335943,1499011200.0,17-07-03,BR
Team Just Alpha,1504.940835724253,1499011200.0,17-07-03,CIS
Qiao Gu,1504.8718001622826,1499011200.0,17-07-03,CN
Gold Coin United,1504.3626626686828,1499011200.0,17-07-03,NA
ahq eSports,1504.240027257406,1499011200.0,17-07-03,TW
Samsung Galaxy Blue,1503.9042504266017,1499011200.0,17-07-03,KR
Star Horn Royal Club,1503.7929211926034,1499011200.0,17-07-03,CN
Machi E-Sports,1503.7480564277291,1499011200.0,17-07-03,PCS
Vitality,1502.8627624915596,1499011200.0,17-07-03,EUW
SK Telecom T1,1913.8597994894828,1500134400.0,17-07-16,KR
Samsung Galaxy,1818.6254239989685,1500134400.0,17-07-16,KR
KT Rolster,1730.4811857934,1500134400.0,17-07-16,KR
Team WE,1730.3901285373643,1500134400.0,17-07-16,CN
Team SoloMid,1724.0162050925867,1500134400.0,17-07-16,NA
Edward Gaming,1684.8787476218959,1500134400.0,17-07-16,CN
Royal Never Give Up,1652.1233364159132,1500134400.0,17-07-16,CN
Flash Wolves,1610.857777534148,1500134400.0,17-07-16,SEA
Unicorns Of Love,1607.6930635262881,1500134400.0,17-07-16,CIS
GIGABYTE Marines,1606.409030752362,1500134400.0,17-07-16,SEA
H2k-Gaming,1604.4810295503987,1500134400.0,17-07-16,EUW
Immortals,1591.103625370728,1500134400.0,17-07-16,NA
Fnatic,1589.3682779003032,1500134400.0,17-07-16,EUW
Longzhu Gaming,1583.9748219380033,1500134400.0,17-07-16,KR
CLG,1576.7461956845386,1500134400.0,17-07-16,NA
H2K Gaming,1574.84245831901,1500134400.0,17-07-16,EUW
G2 Esports,1574.5173646542546,1500134400.0,17-07-16,EUW
ahq e-Sports Club,1572.753231370027,1500134400.0,17-07-16,PCS
Afreeca Freecs,1571.302676528076,1500134400.0,17-07-16,KR
Red Canids,1570.893601729692,1500134400.0,17-07-16,BR
ROX Tigers,1566.3316006142588,1500134400.0,17-07-16,KR
Cloud 9,1562.855014694364,1500134400.0,17-07-16,NA
Lyon Gaming,1557.66782553635,1500134400.0,17-07-16,WC
SuperMassive,1545.9355878065676,1500134400.0,17-07-16,TR
OMG,1537.2208151983828,1500134400.0,17-07-16,CN
J Team,1529.4430176335284,1500134400.0,17-07-16,PCS
Snake eSports,1522.1586034139953,1500134400.0,17-07-16,CN
Raise Gaming,1521.4958839402846,1500134400.0,17-07-16,TW
KOO Tigers,1519.405796644836,1500134400.0,17-07-16,KR
Gambit Esports,1518.223125163052,1500134400.0,17-07-16,CIS
Misfits Academy,1518.0840125146217,1500134400.0,17-07-16,EUW
Albus NoX Luna,1515.956240513055,1500134400.0,17-07-16,WC
1907 Fenerbahce,1512.0179408819424,1500134400.0,17-07-16,TR
Keyd Stars,1511.7592877264467,1500134400.0,17-07-16,BR
Gold Coin United,1509.164683809016,1500134400.0,17-07-16,NA
Samsung Galaxy White,1508.4943826029037,1500134400.0,17-07-16,KR
Misfits,1507.6396730214533,1500134400.0,17-07-16,EUW
Tempo Storm,1507.4463924716167,1500134400.0,17-07-16,NA
eUnited,1506.1583887410313,1500134400.0,17-07-16,NA
Qiao Gu,1504.704494370699,1500134400.0,17-07-16,CN
ProGaming eSports,1504.429592810632,1500134400.0,17-07-16,BR
Team oNe eSports,1504.275255616051,1500134400.0,17-07-16,BR
ahq eSports,1503.9890672092,1500134400.0,17-07-16,TW
Samsung Galaxy Blue,1503.767781537759,1500134400.0,17-07-16,KR
Star Horn Royal Club,1503.6628272248681,1500134400.0,17-07-16,CN
Vitality,1502.7632122431523,1500134400.0,17-07-16,EUW
Sin Gaming,1502.7191762224131,1500134400.0,17-07-16,OCE
Pain Gaming,1502.3775966861715,1500134400.0,17-07-16,BR
SK Telecom T1,1871.0323412515231,1501344000.0,17-07-30,KR
Samsung Galaxy,1785.8416797408245,1501344000.0,17-07-30,KR
KT Rolster,1778.465600018364,1501344000.0,17-07-30,KR
Team WE,1729.3616941410653,1501344000.0,17-07-30,CN
Team SoloMid,1726.009476061655,1501344000.0,17-07-30,NA
Edward Gaming,1682.4064791666954,1501344000.0,17-07-30,CN
Royal Never Give Up,1659.6335794039937,1501344000.0,17-07-30,CN
